x,y,theta,counter,x_d,y_d,theta_d,v,w,mean_v,state_cost,min_Traj_cost,t_mppi
-2.490292737138809,-7.505526362599782,-0.05200463169888141,0,4.0,4.0,60.57255940795002,1.311306357383728,0.24347148835659027,0.7260687947273254,469.83974894013386,1783.1639404296875,0.008515596389770508
-2.467605080456939,-7.506120284450208,0.21847963526613817,0,4.0,4.0,60.65960292623395,1.4123716354370117,0.27414557337760925,0.7408104538917542,468.9360041116642,1780.2689208984375,0.00868082046508789
-2.400646874153744,-7.507328242016069,1.1016130221724023,0,4.0,4.0,60.916157993801114,1.4228405952453613,0.3384690582752228,0.7425687909126282,466.1628306401213,1754.8548583984375,0.008710145950317383
-2.331423834617792,-7.506673282053586,1.5176498216452854,0,4.0,4.0,61.17868079998014,1.3502894639968872,0.36839795112609863,0.7519372701644897,463.75415470935724,1726.2598876953125,0.008933782577514648
-2.3081958861002585,-7.5063701318187235,1.6728090615948645,0,4.0,4.0,61.266900801506026,1.352057933807373,0.36950990557670593,0.7540269494056702,462.9297811666629,1714.775390625,0.014878988265991211
-2.284741576832433,-7.5060647450607565,1.8702977963540492,0,4.0,4.0,61.35613813459485,1.3722002506256104,0.465598464012146,0.7518645524978638,462.0560145486953,1702.0899658203125,0.007282733917236328
-2.2145967246955527,-7.505641285268562,3.0011089195853575,0,4.0,4.0,61.62497631602648,1.3611910343170166,0.4286349415779114,0.741400420665741,458.90937365430784,1693.6102294921875,0.007584333419799805
-2.167947209706793,-7.505360086643548,4.179493977240009,0,4.0,4.0,61.80453621906499,1.4506480693817139,0.5022638440132141,0.7623072266578674,456.3880026291719,1673.192626953125,0.007837057113647461
-2.1214680010571327,-7.504016276892078,5.28266269538232,0,4.0,4.0,61.9818547605385,1.4279372692108154,0.5205286145210266,0.7558083534240723,453.91541010460315,1651.5753173828125,0.007834672927856445
-2.073796361386844,-7.5013017159978705,6.180719029551883,0,4.0,4.0,62.161625754848714,1.4113388061523438,0.5644024014472961,0.7473868727684021,451.5662264459464,1652.5394287109375,0.008769512176513672
-2.026575815676428,-7.498094649774591,7.1925549633838415,0,4.0,4.0,62.339307322372456,1.4035820960998535,0.5797454118728638,0.7392817139625549,449.10624022068407,1610.66650390625,0.008489608764648438
-1.9786833710086864,-7.494371880677722,8.425966121402544,0,4.0,4.0,62.519251590020666,1.4003820419311523,0.5940388441085815,0.7313374280929565,446.4031799303869,1601.520751953125,0.009949922561645508
-1.9300651817415178,-7.489529271845132,9.67886834249371,0,4.0,4.0,62.700484660064475,1.3985754251480103,0.6055890321731567,0.7237024903297424,443.62844347415256,1592.472412109375,0.011762380599975586
-1.9300651817415178,-7.489529271845132,9.67886834249371,0,4.0,4.0,62.700484660064475,1.3983426094055176,0.6159592270851135,0.7158837914466858,443.62844347415256,1596.7349853515625,0.011193037033081055
-1.8584485756664662,-7.481155633813028,11.918279925296297,0,4.0,4.0,62.966304246406125,1.3217414617538452,0.6617527008056641,0.7304185628890991,439.1599692234054,1587.0223388671875,0.008621692657470703
-1.788016293650359,-7.470465612705523,14.359243729517676,0,4.0,4.0,63.224411528688094,1.36392343044281,0.6865024566650391,0.7224674820899963,434.50279147545973,1546.46630859375,0.011267900466918945
-1.7654835850062156,-7.4666023054039,15.241987233713765,0,4.0,4.0,63.30644716868243,1.3520300388336182,0.6518911719322205,0.7331934571266174,432.92116810807545,1548.593505859375,0.009307384490966797
-1.720931856743603,-7.457812977247939,16.959190162643516,0,4.0,4.0,63.46685996990293,1.346567988395691,0.6634916067123413,0.727282702922821,429.7926382790787,1528.7318115234375,0.010488748550415039
-1.6759082817528006,-7.4474780472304,18.68117971360888,0,4.0,4.0,63.62678686903984,1.2544569969177246,0.700261652469635,0.745083212852478,426.61252012932454,1514.426025390625,0.009299039840698242
-1.6311703153325496,-7.435670139648187,20.35158216378641,0,4.0,4.0,63.78337170586312,1.2710572481155396,0.6951103806495667,0.737551212310791,423.4497577295057,1483.9896240234375,0.010879278182983398
-1.587374858668201,-7.422437326037125,21.843279259578555,0,4.0,4.0,63.93406851548918,1.2767688035964966,0.6926614046096802,0.7300915122032166,420.41720296939843,1475.552001953125,0.00967860221862793
-1.5455788326943432,-7.409048563316651,23.46953443479748,0,4.0,4.0,64.07707448590757,1.2843952178955078,0.6919316053390503,0.7229795455932617,417.3687549764055,1467.5120849609375,0.018793106079101562
